job_id|job_title|job_desp|scrap_date
c8c16e7e9266c12b|Help desk technician|"
 
  
   To apply please visit:
  
  
  
   https://jobs.careerstaffing.net/job-detail/65891/service-desk-technician
  
  
  
    Turtle & Hughes is an electrical and industrial distribution company with about 900 employees. Our primary business is supplying and servicing utilities, electrical contractors, construction managers, and end-users. We strive to provide the industry’s most comprehensive range of services and solutions. This is how we have earned our ranking among the nation’s largest independent electrical and industrial distributors.
  
  
    Turtle & Hughes is seeking an IT ServiceDesk Support Technician who is willing to learn new systems and grow within a busy environment. We are a customer service oriented, team-centered environment.
  
  
    The ServiceDesk Support Technician will support ends users throughout our organization, provide maintenance of our environment by analyzing requirements, resolving problems, installing hardware and software solutions.
  
  
    This position is a great opportunity to kickstart your IT career!
  
  
    This position is full-time, 40 hour per week position based in New Jersey and can included local travel to other locations. It requires on-call after hours paid support. The work schedule for this position is flexible and can range from 6:00am - 8:00pm, Monday - Friday.
  
  
    Essential Functions:
  
  
  
    Perform technical support and help desk activities.
  
  
    Identifies, diagnoses, and resolves technical issues.
  
  
    Prioritizes work to identify and escalate problems
  
  
  
    Support hardware installation and troubleshooting needs to address issues
  
  
    Function as first line support for all software needs including MS Office 365, Windows 7 & 10 and any upgrades
  
  
    Support multiple projects simultaneously, prioritizing work and resolving emergencies as they arise
  
  
    General use of Active Directory; checks profiles and user account permissions and ensures all users are in the correct groups
  
  
  
    Communicates appropriately with end users to educate and instruct on various software programs and hardware functions
  
  
    Works well under pressure in fast-paced environment with multiple, sometimes shifting priorities.
  
  
    Confident, reliable, and personable team player. Must be able to work with all levels throughout the company.
  
  
    Ability to travel locally with in New Jersey
  
  
  
    Education, Knowledge, Skills and Abilities:
  
  
  
    Candidates should have a high school degree or 1-year experience in an IT Support role. IT coursework, certifications, and/or a college degree is a plus. Qualified candidates must have basic working knowledge of IT hardware and software systems. Basic network technology knowledge is a plus as well. Candidates must be willing to learn new systems and programs and are able to adapt quickly to changing business needs
  
  
  
    The ideal candidate is a self-starter with strong analytical skills and demonstrates initiative. Candidates must work well under pressure, in a fast-paced environment. Exceptional verbal and written communication as well as strong interpersonal skills are a must.
  
  
  
    Equipment and Applications:
  
  
    Strong computer skills required - MS Word, Excel, and PowerPoint.
  
  
    Office 365
  
  
    Understanding of Networking.
  
  
  
    We offer a competitive benefits package that includes a 401(k) plan, health insurance, dental insurance, vision insurance, life insurance, paid holidays, vacation and a host of additional employee negotiated discounts.
  
  
    Turtle & Hughes is an equal opportunity employer with a commitment to diversity in the workforce.
  
  
    To apply please visit:
  
  
  
   https://jobs.careerstaffing.net/job-detail/65891/service-desk-technician
  
 
 
"|2022-04-24
7af1c9ca25106e47|Help desk technician|"
 
  Management, coaching and mentorship of help desk technicians 
   Working with ITIL framework 
   Supervising all end user support
  MPI does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, disability, veteran status, marital status, or based on an individual's status in any group or class protected by applicable federal, state or local law. MPI encourages applications from minorities, women, the disabled, protected veterans and all other qualified applicants. 
   8+ years of IT Support experience 
   1+ years of Help Desk management 
   Experience with ITIL Framework 
   Experience with Office 365 products 
   Experience with Windows, Windows XP workstation operating systems 
   Client is a high-end, luxury retailer. 
   Competitive pay 
   Health Insurance 
   Dental Insurance 
   401k Company Match 
   Flexible PTO 
   Working in the New York City and Long Island City Office 
   Travel to Pennsylvania and Texas
  
"|2022-04-24
353996f27126da8c|Help desk technician|"
 About The Opportunity 
  Workforce Opportunity Services (WOS)—the leading non-profit organization connecting individuals from under-serviced communities is looking for eager IT professionals in Clifton, NJ. This position is a NON-Cyber Security position, although the position could potentially lead into a cyber security role. 
 Responsibilities:
 Monitor various security / alert systems within the Global Security Operations Center 
  Respond to various alerts and remediate as needed 
  Respond to various help desk calls and help the end user remediate their issues 
  Revolving shift work is a must 
 Qualifications:
 Eager to train & learn various systems and remediation tools quickly 
  Must be extremely well spoken and articulate 
  Possess the desire to adapt to different situations and work environments 
  1-3 years of IT related education or work experience preferred 
  A+ Certification is a plus 
  The ideal candidates are looking for a position, eager to advance their career 
 Duration:
 Full-Time 
 Salary:
 $25.00/Hour (Plus Benefits) 
 Benefits:
 Free Individual Health Insurance 
  Free Training (Program specific) 
  Paid Vacation 
  Paid Company Holidays 
  Education Assistance/Reimbursement (Toward first degree - Bachelors/Associates) 
  Individual Mentor 
  401k Retirement Savings 
  Interest free loans (Case basis) 
  Benefits valued at up to $25,000.00 annually 
 Location:
 Clifton, NJ 
  About WOS 
  Founded in 2005, Workforce Opportunity Services (WOS) is a leading 501(c)(3) nonprofit committed to developing the skills of untapped talent from underserviced communities through partnerships with organizations dedicated to diversifying their workforce. This includes people of color, women, veterans, first-generation college graduates, and early-career aspirants. 
  ﻿Utilizing a scientifically-based model derived from research conducted at Columbia University, we recruit, educate, train, and place high-potential candidates with leading organizations around the world. To date, WOS has served 6000+ individuals through partnerships with more than 65 corporations in 60+ locations worldwide. For more information, visit wforce.org 
 JobID: 1675-Clifton
"|2022-04-24
e5867f7b4b1eebd2|Help desk technician|"
 JOB RESPONSIBILITIES
 The Help Desk Technician provides remote Tier 1 customer support.
 · Ensure proper documentation of all IT infrastructure and related processes
 · Diagnose and resolve IT desktop, systems and network issues in a timely manner
 · Research problems and resolutions using available information resources and advise users on appropriate actions
 · Follow customer or company troubleshooting and support procedures
 · Log all help desk interactions in customer or company ticketing system
 · Redirect problems to appropriate company resource (escalating ticket, as needed)
 · Identify and escalate situations requiring urgent attention
 · Track/route issues/requests and document resolutions
 · Maintain customer satisfaction by using creativity and ingenuity to investigate complaints, identify resolutions, suggest enhanced operating techniques, and recommend system improvements.
 JOB REQUIREMENTS
 · 1 year of experience in a technical support role
 · A+ Certification, or similar
 · MS Office Suite (Word, Excel, Powerpoint, Outlook) experience
 · Strong communication and interpersonal skills
 · The ability to work well in a team atmosphere and via telephone
 · A passion for technology and desire to learn
 DESIERED SKILLS
 · Microsoft certifications desired
 · Experience with Active Directory and Domain Controllers desired
 · Education/School experience desired
 · Experience with Chrome Books desired
 · Onsite client experience desired
 · Experience with virtualization (I.e. VMware, Hyper-V, Citrix) for server and desktop a plus
 Job Type: Full-time
 Pay: $39,000.00 - $43,500.00 per year
 Benefits:
 401(k)
  401(k) matching
  Health insurance
  Paid time off
  Professional development assistance
 Schedule:
 8 hour shift
  Day shift
  Monday to Friday
  On call
  Overtime
 Supplemental Pay:
 Bonus pay
 Education:
 High school or equivalent (Required)
 Experience:
 Windows: 2 years (Required)
  Active Directory: 1 year (Preferred)
  Help Desk/Support: 1 year (Required)
 Work Location: One location
"|2022-04-24
7c10f31fe2658aaa|Help desk technician|"
 
  This is a remote position. Due to customer requirements, you must live in the United States to be eligible for this position.
   Responsibilities
   This is a front-line, tier 1 IT helpdesk position with an emphasis on customer service and triage. You must have experience in that role to apply for this position.
   Following are the responsibilities for this position.
   Serve as the first point of contact for customers seeking technical assistance over the phone or email
    Perform remote troubleshooting through diagnostic techniques and pertinent questions
    Determine the best solution based on the issue and details provided by customers
    Walk the customer through the problem-solving process
    Direct unresolved issues to the next level of support personnel
    Provide accurate information on IT products or services
    Record events and problems and their resolution in logs
    Follow-up and update customer status and information
    Pass on any feedback or suggestions by customers to the appropriate internal team
    Identify and suggest possible improvements on procedures
   Requirements
   Understanding of Office 365 management
    Understanding of Microsoft Active Directory
    Proven experience as a help desk technician or other customer support role
    Tech savvy with working knowledge of office automation products, databases and remote control
    Good understanding of computer systems, mobile devices and other tech products
    Ability to diagnose and resolve basic technical issues
    Proficiency in English
    Excellent communication skills
    Customer-oriented and cool-tempered
   Compensation
   Between $35k to $45k DOE; healthcare insurance; 401k
 
"|2022-04-24
4cdc34a033af8e84|Help desk technician|"
 
  Duties
   Help Desk Responsibilities 
    Provide direct support for onsite and remote employees 
     Install, configure, maintain, upgrade and troubleshoot systems 
     Basic user account management to include email clients and services
      Configure and support various cloud services, Office 365 and desktop applications
      Assist with web related tasks 
     Track software usage and licensing to ensure legal compliance 
     Troubleshoot remote access and mobile device connectivity issues 
     Provide telephone support and general telecommunications needs 
     Support printing services 
     Support audio visual needs and assist with presentations 
     Develop and maintain documentation 
     Identify and escalate issues as required 
    
   Other
     Multitask and prioritize assignments 
     Technical research 
     Remain current with industry related standards and best practices 
    
   Other projects and assignments as needed and appropriate
   Qualifications
   Must possess a vibrant personal relationship with Jesus Christ and agree with the Joni and Friends statement of faith
    Must possess the ability to effectively organize and prioritize a wide range of daily tasks with varied deadlines
    Good judgment required in recognizing and maintaining confidentiality of sensitive information along with effective and diplomatic communication skills, both verbal and written
    Must be reliable, cooperative, flexible, and exhibit enthusiasm and initiative
    Must be capable of working well in a team environment exercising professionalism and respect in interactions with co-workers and people served by the ministry
    Prior Help Desk experience combined with an Associate’s degree and one or more of the following certifications: A+, NET+, MTA (with emphasis on IT Infrastructure) is preferred 
   Proficiency in Microsoft Office applications as well as Windows and Mac Operating Systems
    Working knowledge of Microsoft Active Directory fundamentals and Cloud related concepts and services
    A solid understanding of LAN/WAN concepts to include TCP/IP and wireless protocols
    An understanding of basic IP telecommunications and mobile device configuration is also required
    The abilities to effectively install and/or upgrade computer systems, learn new software programs, train others to use the programs and coordinate multiple projects simultaneously are required
    Candidates should also have a fundamental understanding of support experience with all web browsers
    Excellent interpersonal skills, and the capacity to communicate clearly and concisely both verbally and in writing are necessary
    Must be able to lift up to 50 pounds and physically execute hardware installation or instruct someone to effectively perform such tasks
    Must support a flexible schedule as some evening and weekend hours may be required. Typical schedule is 8:00am - 5:00pm M-F Eastern Time to support operating hours of remote employees/offices
    Occasional travel may be necessary
    Understanding of Christian ministry and specifically Joni and Friends is desirable
  
   Prior to applying for any position with Joni and Friends, all applicants must review our Statement of Faith and Mission Statement (below) and be in agreement with both.
   Ministry Life:
   As a ministry, Joni and Friends strives to exemplify Jesus Christ and bring Glory to God in all we say and do. To that end, employment at Joni and Friends is to be taken seriously as one who is not simply considering employment, but committing to the core mission of the organization to fulfill the biblical mandate of inclusion of those with disabilities into the full-life of the church. All employees of Joni and Friends participate in its ministry wide prayer life, leadership training and other general staff training that may take place from time to time.
   Below outlines the vision, mission, values and pillars of Joni and Friends:
   VISION: “A world where every person with a disability finds hope, dignity, and their place in the body of Christ.”
   MISSION: “To glorify God as we communicate the Gospel and mobilize the global church to evangelize, disciple and serve people living with disability.”
   BIBLICAL COMMISSION: “Go out quickly in the streets and alleys of the town and bring in the poor, the crippled, the blind and the lame…go out to the roads and country lanes and compel them to come in, so that my house will be full.” Luke 14:21-23 (NIV)
   VALUES:
   Honor God in everything we do.
    Build relationships based on trust and respect.
    Maintain integrity and excellence in programs and services.
    Practice responsible stewardship
   FOUR PILLARS OF MINISTRY
   Lead Like Jesus*
    Integration
    Excellence in area of expertise
    Best Christian Workplace
   Lead Like Jesus is a course of study provided to all employees and is based on the book written by Ken Blanchard and Phil Hodges of the same name. The Lead Like Jesus course is the model which governs our ministry culture and contributes significantly to Joni and Friends maintaining its certification as a “Best Christian Workplace” according to surveys by the Best Christian Workplace Institute (BCWI).
   
  0v2gJAL79c
 
"|2022-04-24
b0263be442e99263|Help desk technician|"
 The Opportunity
 The IT Support Technician is a staff position within the IT Operations team accountable for ensuring continuity of computer system services for computer users by providing the technical assistance to resolve Tier I technical problems.
 If chosen for this position, you will be welcomed with open arms into our Flex Tech Team (FTT). Our team includes multiple sub-teams including IT Project managers, Mergers and Acquisitions, Electronic data collections (EDC), a CRM admin and our IT Operations team. The IT operations team includes 3 System Engineers, 4 IT Support Engineers, DBA, and a few other technical roles. The FTT is an amazing team full of highly motivated go-getters who value transparency, collaboration, and autonomy. When joining this team, you are joining a family who will have your back, push you to be the best version of yourself, and help you accomplish your goals and dreams! We work together daily to help FTG reach its fullest potential and to offer continuous business value and improvement.
 What you will be doing: 
 Act as a single point of contact for phone calls and emails for IT issues and queries to IT support
 Triage incoming support issues, determining severity and impact, and escalating when appropriate to higher tier support.
 Assist users with Level 1 Service Desk requests such as password resets and fax, printer, and copier problems.
 Troubleshoot Tier 1 IT problems, such as password resets, email problems, access changes, etc.
 Answer telephone, and email requests for technical support.
 Troubleshoot phone line and network issues. Determine nature of problem and coordinate resolution.
 Troubleshoot cell phone issues.
 Work on other special projects as defined by the Help Desk Manager.
 Provide 100% remote support for all locations using phone and email - with a focus on East Coast hours service (8am-5pm ET).
 What you should bring: 
 High School Diploma or GED; Technical Certifications preferred (Net+, A+)
 Excellent customer service skills and ability to communicate effectively on the phone and through email
 1-2 years’ experience with Microsoft Office (Word, Excel, PowerPoint, and Outlook)
 Basic PC knowledge to correctly log and assign help desk requests
 About Us
 Flex Technology Group is the largest and most respected Managed Print Solutions provider in the nation. For more than 15 years, FlexTG has provided a unique and high-value driven enterprise service to businesses of all types - a fully integrated national managed program for document technology. We are the service and solutions professionals, providing support to medium and large businesses throughout the country. FlexTG currently manages clients in all 50 states as well as in Canada and Puerto Rico. FTG has been featured on the Inc.5000 fastest growing company list for 12 years in a row and is a Top 50 company to sell for by ""Selling Power"" Magazine. Come explore a Flex career today!
 Flex Technology Group is committed to providing equal employment opportunities for all applicants and associates. The Company does not unlawfully discriminate on the basis of race, color, creed, pregnancy, religion, sex, national origin, age, disability, veteran, marital, or any other protected status. The Company also makes reasonable accommodations for disabled employees. Finally, the Company prohibits the harassment of any individual based on their protected status. This policy applies to all areas of employment, including recruitment, hiring, training, promotion, compensation, benefits, transfer, and social and recreational programs.
 Job Type: Full-time
 Pay: $21.00 - $27.00 per hour
 Benefits:
 401(k)
  Dental insurance
  Flexible schedule
  Health insurance
  Paid time off
  Vision insurance
 Schedule:
 8 hour shift
  Monday to Friday
 Application Question(s):
 Are you able to work Mon-Fri 8am-5pm Eastern Time Zone for this position?
 Experience:
 Help desk: 1 year (Required)
  Windows: 1 year (Required)
 Work Location: Remote
"|2022-04-24
9d475467ac178bf6|Help desk technician|"Help Desk and Field Service Technicians Several openings for energetic, career-minded individuals in our Help Center, Technical Support (PC repair) and Field Service departments. Qualified candidates will have 2-5 years of relevant experience in fast-paced customer service environment. Either knowledgeable in PC configuration and troubleshooting, field service repairs, or restaurant management operations. Professional communication skills required.
email Jim Wilson, at: jwilson@c-c-p.com, with your resume, and a cover letter explaining why you're interested in joining our amazing team."|2022-04-24
0b8036dc12c036d9|Help desk technician|"
 We are looking for a customer service oriented Help desk analyst to provide technical support to users in an efficient and accurate manner. You will be considered as the firm’s front liner and you will solve basic technical problems and provide support for all assigned areas. The goal is to make sure that customer value is maintained to the standards set forth by the company.
 Responsibilities
 Provide first level contact and convey resolutions to customer issues
  Properly escalate unresolved queries to the next level of support
  Track, route and redirect problems to correct resources
  Update customer data and produce activity reports
  Walk customers through problem solving process
  Follow up with customers, provide feedback and see problems through to resolution
  Utilise excellent customer service skills and exceed customers’ expectations
  Ensure proper recording, documentation and closure
  Recommended procedure modifications or improvements
  Preserve and grow your knowledge of help desk procedures, products and services
 Skills
 Proven working experience in providing help desk support
  Proficiency in English
  Working knowledge of help desk software, databases and remote control
  Strong client-facing and communication skills
  Advanced troubleshooting and multi-tasking skills
  Customer service orientation
 Job Types: Full-time, Contract
 Pay: $16.00 - $17.00 per hour
 Benefits:
 401(k)
  Dental insurance
  Health insurance
  Paid time off
 Schedule:
 8 hour shift
 Education:
 High school or equivalent (Preferred)
 Experience:
 Help desk: 1 year (Preferred)
  Windows: 1 year (Preferred)
 Work Location: Remote
"|2022-04-24
bcefbda2dd013748|Help desk technician|"
 Serve as the first contact with customers who need technical assistance via the phone or email
  Perform troubleshooting using different diagnostic techniques
  Troubleshoot, diagnose, and resolve technical hardware and/or software issues
  Provide quick resolution and excellent customer service
  Redirect unresolved issues to the next level of support personnel
  Provide needed information on IT products or services
  Keep record of problems and their resolution
  Follow-up with customers
  Provide feedback on processes and make recommendations on areas to improve
  Maintain technical documentation and service catalog on installation of software, configuration of hardware and problem troubleshooting
  Suggest improvements on procedures
 Job Type: Full-time
 Pay: $20.00 - $22.00 per hour
 Benefits:
 401(k)
  Dental insurance
  Health insurance
  Paid time off
  Vision insurance
 Schedule:
 12 hour shift
  8 hour shift
  Day shift
  Monday to Friday
  Night shift
 Experience:
 Help desk: 1 year (Preferred)
  IT: 1 year (Preferred)
 Language:
 Fluent Spanish (Required)
 License/Certification:
 CompTIA Security+ (Preferred)
 Shift availability:
 Day Shift (Preferred)
  Night Shift (Preferred)
  Overnight Shift (Preferred)
 Work Location: Remote
"|2022-04-24
