job_id|job_title|job_desp|scrap_date
51a6ff73af195673|Help desk technician|"
 Remote Help Desk Technician -- Full Time Available (Work from home)
 My Computer Works, Inc.
 ***Now Hiring for FULL TIME, 40 hours per week and PART TIME Positions are open**
 ***Hiring for all shifts***
 Competitive wages with potential for additional financial incentives for motivated team members! Sales Commissions with NO LIMIT and quarterly Prize Drawings.
 Reimbursements: Up to $59.95/month will be reimbursed for hi-speed internet.
 Training: 80 hours of one on one training at the office upon acceptance of employment.
 Certifications are a plus, but are not needed!
 Previous remote tech support a plus!
 Please summit a cover letter and resume.
 Full Time Employee Benefits: Healthcare Offered after 60 days, recognize five holidays and 40 hours of paid time off, and 40 hours of sick time. Paid time off and sick time is accumulated through time worked.
 Our Employees are On Staff (not contractors) – Telecommute - Work from Home
 *** You MUST be able to pass a Background check. ***
 Recognized in Inc Magazine as one of the country’s fastest growing companies in the field for three consecutive years, My Computer Works is a fast-paced remote computer repair company that is looking to hire additional technicians to work from home. We are a growing company so there will be room for advancement. You will provide support via remote connection software and phone to clients on a variety of issues in a remote office environment. Respond to telephone calls, email and IM requests for technical support. Document, track, and monitor the issues to ensure a timely resolution. We require experience troubleshooting hardware & software issues. We hire aspiring computer professionals. Find out if your personal computer experience is enough to start your IT career. Prospects must possess satisfactory verbal and written communication abilities in English. Also must be personable, reliable and trustworthy. A mandatory background check is required. Be upfront and honest about your history. The platforms we support are Windows 7, 8 and 10 and now OS X (10.10 and newer). We are specifically seeking those with stronger Windows skills and Mac skills are a Plus.
 Knowledge and skill in the following areas are needed:
 Use, concepts, troubleshooting and repair of Windows 7/8/10.
 Use, concepts, troubleshooting and repair of the Microsoft Office Suite.
 Use, concepts, troubleshooting and repair of printer operation in a remote environment.
 Use, concepts, troubleshooting and repair of OS X (10.12 and newer) and bundled applications (iTunes, iLife), especially the ability to guide a Windows user in the transition to OS X. Preferred but not required.
 Use, concepts, troubleshooting and repair of network functions in a remote environment. (Note; this pertains to LAN, WAN and WiFi in primarily simple workgroups. We do not administer domains.)
 Use, concepts, troubleshooting and repair of PC hardware in a remote environment.
 Methods of malware removal and prevention.
 We also require:A PC in good working order, preferably with a fresh OS install. We will require a new Profile setup for work
 Minimum Requirements:
 True Multi-core CPU
 4 GB RAM
 20+ GB free HDD space
 Dual Displays (several of us use 3 displays) REQUIRED 2 Displays minimum to Start employment.
 Windows 8.1 or 10
 MS Office with Outlook 2013 or newer
 Creation of separate user account for MCW work
 Router (port forwarding required)
 Cable or DSL with 1Mb/s or greater upstream bandwidth
 PC headset
 **A quiet workspace**
 Recommended:
 8+ GB RAM
 Windows 10
 2 UPS
 A noise-canceling PC headset
 Job Type: Full-time
 Pay: $14.00 - $16.00 per hour
 Benefits:
 Dental insurance
  Health insurance
  Paid time off
  Vision insurance
 Schedule:
 8 hour shift
  Day shift
  Holidays
  Night shift
  Overtime
  Weekend availability
 Supplemental Pay:
 Bonus pay
  Commission pay
 Experience:
 Help desk: 1 year (Preferred)
 Work Location: Remote
"|2022-04-29
fde0a450f059aab3|Help desk technician|"
 About The OpportunityWorkforce Opportunity Services (WOS)—the leading non-profit organization connecting individuals from under-serviced communities is looking for eager IT professionals in Clifton, NJ. This position is a NON-Cyber Security position, although the position could potentially lead into a cyber security role.
 Responsibilities: 
 Monitor various security / alert systems within the Global Security Operations Center
  Respond to various alerts and remediate as needed
  Respond to various help desk calls and help the end user remediate their issues
  Revolving shift work is a must
 Qualifications: 
 Eager to train & learn various systems and remediation tools quickly
  Must be extremely well spoken and articulate
  Possess the desire to adapt to different situations and work environments
  1-3 years of IT related education or work experience preferred
  A+ Certification is a plus
  The ideal candidates are looking for a position, eager to advance their career
 Duration: 
 Full-Time
 Salary: 
 $25.00/Hour (Plus Benefits)
 Benefits: 
 Free Individual Health Insurance
  Free Training (Program specific)
  Paid Vacation
  Paid Company Holidays
  Education Assistance/Reimbursement (Toward first degree - Bachelors/Associates)
  Individual Mentor
  401k Retirement Savings
  Interest free loans (Case basis)
  Benefits valued at up to $25,000.00 annually
 Location: 
 Clifton, NJ
 About WOSFounded in 2005, Workforce Opportunity Services (WOS) is a leading 501(c)(3) nonprofit committed to developing the skills of untapped talent from underserviced communities through partnerships with organizations dedicated to diversifying their workforce. This includes people of color, women, veterans, first-generation college graduates, and early-career aspirants.﻿
 Utilizing a scientifically-based model derived from research conducted at Columbia University, we recruit, educate, train, and place high-potential candidates with leading organizations around the world. To date, WOS has served 6000+ individuals through partnerships with more than 65 corporations in 60+ locations worldwide. For more information, visit wforce.org
 JobID: 1675-Clifton
 Job Type: Full-time
 Pay: $25.00 per hour
 Schedule:
 8 hour shift
 Experience:
 IT Help desk: 1 year (Required)
 Work Location: One location
"|2022-04-29
33cd6cee9cdcc614|Help desk technician|"
 
  IT Onsite Technician
  
   
   
    Be part of us 
    
     Hemmersbach provides IT infrastructure services in more than 190 countries with 50+ own subsidiaries. We deliver exclusively for the leading companies in the IT industry. As pragmatic problem solvers, we not only enthuse our customers, but also make the world a better place: 20% of our profits go into our Direct Actions Hemmersbach Rhino Force and Hemmersbach Kids’ Family. That’s why Hemmersbach is The Social Purpose IT Company. 
    
    Your Tasks 
    
     Provide advanced, L2/L3 support to end-users for Azure AD, on premises AD, Exchange Online, SharePoint, OneDrive, Office 365, PC hardware, operating systems, software applications, peripherals, installations, and device management. 
      Provide advanced degree of technical support to customers on operational or maintenance aspects of system equipment and serves as client contact on technical and service-related problems. 
      Diagnose and repairs mechanical, hardware, software, and system failures using established procedures. 
      Act as the primary provider of technical support to users for hardware, OS, and application issues for all end-user, including Executive Level clients. 
      Monitor and update Service Desk incident tracking tickets (ServiceNow) for issue response and resolution. 
      Function as primary point of contact and communication with end-user from assignment of ticket to successful resolution of issue. 
      Work with various automated and manual build and imaging methodologies. 
      Perform installations, moves, software and hardware additions and changes to end-users IT equipment. 
      Advanced research of client issues and effectively resolve. 
      Interact with resolver groups to diagnose and resolve problems when possible. 
      Document processes and procedures for self-help and for informational troubleshooting for other resolver groups. 
      Perform end-users adds, changes, deletions and account/MFA/password resets in Active Directory and Azure AD. 
      Support end-user mobile smart devices i.e., iPad, iPhones, and Android devices. 
     
    Our Requirements 
    
     3+ years of experience providing end-user deskside support, with a focus on as many of the following technologies areas as possible: Azure Technologies (Exchange Online, Azure AD, Endpoint Manager / Intune, WVD, Defender) Microsoft 365 (All E5 Tools and Applications) 8x8 or similar VOIP management experience General Hardware Support (Desktop/Laptop, Mobile Device) 
      Prior experience supporting Managing Directors and C-Suite Level executives in a corporate financial institution, highly preferred. 
      Solid history of Windows 7 with expert working knowledge of Windows 10. Windows 11 a strong plus. 
      Understanding of Networking - TCP/IP, Remote Connectivity, Wi-Fi. 
      MacOS support experience a strong plus. ServiceNow, ITSM or other major Ticketing System experience a strong plus. 
      Ability to understand and explain complicated technical concepts to non-technical end-users to promote their knowledge of their technology tools. 
      Ability to gain an understanding of the end-user’s problems and deliver solutions and recommendations to solve quickly and proactively. 
      Must have excellent communication, documentation, and interpersonal skills. 
      Must be able to interface appropriately with multi-million-dollar producers and ultra-high net-worth clientele in our Headquarters. 
      Self-starter with the ability to solve complex problems with innovate where needed with unique solutions. 
      Must have excellent time management, prioritization, communication, and customer service skills. 
      Ability to work independently with minimal supervision. 
      Must have the technical ability to provide desk side support for computer and printer hardware, common software applications, Microsoft OS issues. 
      Experience utilizing remote support tools for end-user support; diagnostic and repair. 
      Ability to troubleshoot and configure end-user mobile devices i.e., smart devices, iOS, and Android devices. 
     
    Your Benefits 
    
     A highly regarded team member within an exponentially growing international IT companyexciting projects and challenges daily and with autonomy 
      Team Spirit: strong team spirit and a great working atmosphere in a friendly team 
      Direct and informal communication even at management level 
      Career Opportunities: Great possibilities for professional, personal and language training 
      Buddy programme to make sure you have an amazing start, a welcome pack included 
      A support package that includes: medical coverage, Dental & Vision coverage, Life Insurance, Short & Long Term disability insurance, 401K, PTO. 
     A company that is not only continuously commercially successful but also provides a sense of purpose 
     Rhino-force.org: Our environmental protection organization protecting one of the most endangered species on this planet. 
      Kids-family.org: We take care of children that grow up without their parents in Poland and India. We don’t just give them shelters. We turn their shelters into homes.
     
   
  
 
 
"|2022-04-29
cd4dacf48ce95a0c|Help desk technician|"
 Persistent Systems is looking for a Help Desk Technician to support our geographically dispersed user base. You will be responsible for administration and internal support of the company’s PCs, printers, servers, phones, and related equipment. Day-to-day responsibilities include end-user support, license tracking, and performing PC maintenance, upgrades, and configurations on Windows 10 and Ubuntu. You will respond to inquiries and requests for assistance with software, hardware, and other problems requiring resolutions. You will provide expertise, advice, and advanced knowledge, to users including in-depth problem-solving to help diagnose and resolve system issues. You will also open, track, and close support tickets, while reporting back to end-users.
 Position Responsibilities
 Provide help desk support and resolve issues for end-users
  Monitor and respond quickly and effectively to requests received through the IT help desk
  Document and update internal technical procedures and How-To guides
  Automate and manage Windows and Linux workstation setup and deployment for new employees including hardware and software
  Maintain and support Linux based workstations and servers for updates, upgrades, and additional package installs
  Support the onboarding of new users
  Maintain inventory of all equipment, software and software licenses
  Assign users and computers to proper groups in Active Directory
  Perform timely workstation hardware and software upgrades and maintenance releases as required
 Minimum Qualifications
 Associate degree in Computer Science or a related field or equivalent experience
  2+ years of help desk experience with Windows Operating Systems in organizations with 100 or more employees
  Experience with imaging software and remote end user resolution management
  Workstation Build/Administration experience
  Advanced knowledge of the Microsoft Office Suite, including Word, Excel, PowerPoint, and Outlook
  Basic Networking and TCP-IP knowledge
  VOIP and IP Telephony knowledge
  Must have a United States security clearance or the ability to obtain a United States security clearance
 Preferred Qualifications
 Bachelor’s Degree in Information Systems, Computer Science or related field
  Scripting and desktop automation experience
  Linux experience
 Job Type: Full-time
 Pay: $32.00 - $38.00 per hour
 Benefits:
 401(k)
  401(k) matching
  Dental insurance
  Flexible spending account
  Health insurance
  Health savings account
  Paid time off
  Tuition reimbursement
  Vision insurance
 Schedule:
 8 hour shift
  Day shift
  Monday to Friday
 Supplemental Pay:
 Bonus pay
 Education:
 Associate (Required)
 Experience:
 Help desk for 100+ employees: 2 years (Required)
  imaging software: 1 year (Required)
  remote users: 1 year (Required)
 Work Location: One location
"|2022-04-29
4b3f1814972bb948|Help desk technician|"
 
  IT Onsite Technician
  
   
   
    Be part of us 
    
     Hemmersbach provides IT infrastructure services in more than 190 countries with 50+ own subsidiaries. We deliver exclusively for the leading companies in the IT industry. As pragmatic problem solvers, we not only enthuse our customers, but also make the world a better place: 20% of our profits go into our Direct Actions Hemmersbach Rhino Force and Hemmersbach Kids’ Family. That’s why Hemmersbach is The Social Purpose IT Company. 
    
    Your Tasks 
    
     Provide advanced, L2 support to end-users for Office 365, PC hardware, operating systems, software applications, peripherals, installations, and device management. Provide advanced degree of technical support to customers on operational or maintenance aspects of system equipment and serves as client contact on technical and service-related problems. Diagnose and repairs mechanical, hardware, software, and system failures using established procedures. Act as the primary provider of technical support to users for hardware, OS, and application issues for all end-user, including Executive Level clients. Monitor and update Service Desk incident tracking tickets (ServiceNow) for issue response and resolution. Function as primary point of contact and communication with end-user from assignment of ticket to successful resolution of issue. Work with various automated and manual build and imaging methodologies. Perform installations, moves, software and hardware additions and changes to end-users IT equipment. Advanced research of client issues and effectively resolve. Document processes and procedures for self-help and for informational troubleshooting for other resolver groups. Perform end-users adds, changes, deletions and account/MFA/password resets in Active Directory. Support end-user mobile smart devices i.e., iPad, iPhones, and Android devices. 
    
    Our Requirements 
    
     
      Intermediate Level Resource
      Working technical knowledge of standard (Windows, O365 and AutoPilot) systems and business software to allow for resolution of software application issues or full rebuild of the PC (image, applications and Customer data)
       Working technical knowledge, in order to address Service Work Orders, for PCs (including truck mounted PCs), laptops, cabling, televisions, projectors (‘beamer’), phones, peripherals (e.g. keyboards or mice) and site security equipment (access readers, time badging, cameras etc.) 
       Customer facing soft skills 
       Strong verbal and written communication skills 
       Ability to apply intermediate level of subject matter knowledge to solve a variety of common IT and business issues 
       Works on problems/projects of moderately medium-complex scope 
       Exercises independent judgment within defined practices and procedures to determine appropriate action 
       Evaluates unique circumstances and makes recommendations. 
       Typically, 2-5 years of experience (except junior level engineer, which may have less experience) 
       Ability to provide disposal services (including decommissioning, packaging, transporting and physical disposal or recycling as required) 
       Able to independently problem solve
       Able to provide feedback on new technical processes to help drive efficiency
       
    
    Your Benefits 
    
     A highly regarded team member within an exponentially growing international IT company exciting projects and challenges daily and with autonomy 
      Team Spirit: strong team spirit and a great working atmosphere in a friendly team 
      Direct and informal communication even at management level 
      Career Opportunities: Great possibilities for professional, personal and language training 
      Buddy program to make sure you have an amazing start, a welcome pack included 
      A support package that includes: medical coverage, Dental & Vision coverage, Life Insurance, Short & Long Term disability insurance, 401K, PTO. 
      A company that is not only continuously commercially successful but also provides a sense of purpose
     
     Rhino-force.org: Our environmental protection organization protecting one of the most endangered species on this planet. 
      Kids-family.org: We take care of children that grow up without their parents in Poland and India. We don’t just give them shelters. We turn their shelters into homes.
     
   
  
 
 
"|2022-04-29
13286437b1dc0219|Help desk technician|"
 Seeking responsible applicants to provide part time weekend hourly labor to provide break-fix maintenance support for multiple Data Center locations in Somerset, Middlesex and Sussex counties of NJ.
 Experience: Data Center hardware support
  Server break-fix (to be inclusive of performing diagnostics, operability and replacement of internal hardware components)
  Data center cabinet support (racking of servers, rail and cable management)
  Flexible scheduled part time labor typically includes Saturday nights between 7pm-5am.
 Job Type: Part-time
 Pay: $30.00 - $35.00 per hour
 Job Type: Part-time
 Pay: $30.00 - $35.00 per hour
 Schedule:
 10 hour shift
 Education:
 High school or equivalent (Preferred)
 Experience:
 Help desk: 1 year (Preferred)
  Windows: 1 year (Preferred)
 Work Location: One location
"|2022-04-29
e5867f7b4b1eebd2|Help desk technician|"
 JOB RESPONSIBILITIES
 The Help Desk Technician provides remote Tier 1 customer support.
 · Ensure proper documentation of all IT infrastructure and related processes
 · Diagnose and resolve IT desktop, systems and network issues in a timely manner
 · Research problems and resolutions using available information resources and advise users on appropriate actions
 · Follow customer or company troubleshooting and support procedures
 · Log all help desk interactions in customer or company ticketing system
 · Redirect problems to appropriate company resource (escalating ticket, as needed)
 · Identify and escalate situations requiring urgent attention
 · Track/route issues/requests and document resolutions
 · Maintain customer satisfaction by using creativity and ingenuity to investigate complaints, identify resolutions, suggest enhanced operating techniques, and recommend system improvements.
 JOB REQUIREMENTS
 · 1 year of experience in a technical support role
 · A+ Certification, or similar
 · MS Office Suite (Word, Excel, Powerpoint, Outlook) experience
 · Strong communication and interpersonal skills
 · The ability to work well in a team atmosphere and via telephone
 · A passion for technology and desire to learn
 DESIERED SKILLS
 · Microsoft certifications desired
 · Experience with Active Directory and Domain Controllers desired
 · Education/School experience desired
 · Experience with Chrome Books desired
 · Onsite client experience desired
 · Experience with virtualization (I.e. VMware, Hyper-V, Citrix) for server and desktop a plus
 Job Type: Full-time
 Pay: $39,000.00 - $43,500.00 per year
 Benefits:
 401(k)
  401(k) matching
  Health insurance
  Paid time off
  Professional development assistance
 Schedule:
 8 hour shift
  Day shift
  Monday to Friday
  On call
  Overtime
 Supplemental Pay:
 Bonus pay
 Education:
 High school or equivalent (Required)
 Experience:
 Windows: 2 years (Required)
  Active Directory: 1 year (Preferred)
  Help Desk/Support: 1 year (Required)
 Work Location: One location
"|2022-04-29
d0bd05826712684f|Help desk technician|"
 
  IT Onsite Technician
  
   
   
    Be part of us 
    
     Hemmersbach provides IT infrastructure services in more than 190 countries with 50+ own subsidiaries. We deliver exclusively for the leading companies in the IT industry. As pragmatic problem solvers, we not only enthuse our customers, but also make the world a better place: 20% of our profits go into our Direct Actions Hemmersbach Rhino Force and Hemmersbach Kids’ Family. That’s why Hemmersbach is The Social Purpose IT Company. 
    
    Your Tasks 
    
     Provide advanced, L2/L3 support to end-users for Azure AD, on premises AD, Exchange Online, SharePoint, OneDrive, Office 365, PC hardware, operating systems, software applications, peripherals, installations, and device management. 
      Provide advanced degree of technical support to customers on operational or maintenance aspects of system equipment and serves as client contact on technical and service-related problems. 
      Diagnose and repairs mechanical, hardware, software, and system failures using established procedures. 
      Act as the primary provider of technical support to users for hardware, OS, and application issues for all end-user, including Executive Level clients. 
      Monitor and update Service Desk incident tracking tickets (ServiceNow) for issue response and resolution. 
      Function as primary point of contact and communication with end-user from assignment of ticket to successful resolution of issue. 
      Work with various automated and manual build and imaging methodologies. 
      Perform installations, moves, software and hardware additions and changes to end-users IT equipment. 
      Advanced research of client issues and effectively resolve. 
      Interact with resolver groups to diagnose and resolve problems when possible. 
      Document processes and procedures for self-help and for informational troubleshooting for other resolver groups. 
      Perform end-users adds, changes, deletions and account/MFA/password resets in Active Directory and Azure AD. 
      Support end-user mobile smart devices i.e., iPad, iPhones, and Android devices. 
     
    Our Requirements 
    
     3+ years of experience providing end-user deskside support, with a focus on as many of the following technologies areas as possible: Azure Technologies (Exchange Online, Azure AD, Endpoint Manager / Intune, WVD, Defender) Microsoft 365 (All E5 Tools and Applications) 8x8 or similar VOIP management experience General Hardware Support (Desktop/Laptop, Mobile Device) 
      Prior experience supporting Managing Directors and C-Suite Level executives in a corporate financial institution, highly preferred. 
      Solid history of Windows 7 with expert working knowledge of Windows 10. Windows 11 a strong plus. 
      Understanding of Networking - TCP/IP, Remote Connectivity, Wi-Fi. 
      MacOS support experience a strong plus. ServiceNow, ITSM or other major Ticketing System experience a strong plus. 
      Ability to understand and explain complicated technical concepts to non-technical end-users to promote their knowledge of their technology tools. 
      Ability to gain an understanding of the end-user’s problems and deliver solutions and recommendations to solve quickly and proactively. 
      Must have excellent communication, documentation, and interpersonal skills. 
      Must be able to interface appropriately with multi-million-dollar producers and ultra-high net-worth clientele in our Headquarters. 
      Self-starter with the ability to solve complex problems with innovate where needed with unique solutions. 
      Must have excellent time management, prioritization, communication, and customer service skills. 
      Ability to work independently with minimal supervision. 
      Must have the technical ability to provide desk side support for computer and printer hardware, common software applications, Microsoft OS issues. 
      Experience utilizing remote support tools for end-user support; diagnostic and repair. 
      Ability to troubleshoot and configure end-user mobile devices i.e., smart devices, iOS, and Android devices. 
     
    Your Benefits 
    
     A highly regarded team member within an exponentially growing international IT companyexciting projects and challenges daily and with autonomy 
      Team Spirit: strong team spirit and a great working atmosphere in a friendly team 
      Direct and informal communication even at management level 
      Career Opportunities: Great possibilities for professional, personal and language training 
      Buddy programme to make sure you have an amazing start, a welcome pack included 
      A support package that includes: medical coverage, Dental & Vision coverage, Life Insurance, Short & Long Term disability insurance, 401K, PTO. 
     A company that is not only continuously commercially successful but also provides a sense of purpose 
     Rhino-force.org: Our environmental protection organization protecting one of the most endangered species on this planet. 
      Kids-family.org: We take care of children that grow up without their parents in Poland and India. We don’t just give them shelters. We turn their shelters into homes.
     
   
  
 
 
"|2022-04-29
82a18a533040369a|Help desk technician|"
 Current job opening is located in Stamford, CT
 U.S. Computer Connection is a Managed Service Provider (MSP) that provides expertise in the design, assembly, and support of network infrastructures of all sizes, and addresses the ever-changing needs of today's businesses.
 The Help Desk Technician will provide hardware and software technical support. Responsibilities will include interfacing with the customer to track, record, and document help desk requests and issues.
 Typical Duties: 
 Provide support via telephone and email to diagnose and resolve problems while providing end user assistance and resolution to issues.
  Create new and update existing support tickets in ConnectWise CRM.
  Assign and escalate support requests as necessary following established procedures.
  Provide support for Microsoft operating systems, Microsoft Office Suite and other applications.
  Monitor support desk and telephone requests for Service Level Agreement (SLA) violations and escalates as required.
  Maintain technical logs and documentation according to departmental procedures.
  Assist management with a variety of specialty projects and assignments when required.
  Troubleshoot and resolve routine network issues, PC/laptop, switches/hubs, routers, connectivity, and computer peripheral devices.
  Plan and implement deployment schedules for applications, patches, and service packs at the desktop level.
  Provide after-hours coverage and support as needed, on a rotating weekly schedule
 Skills/Qualifications: 
 Minimum of one year of progressive work experience in a technical support role.
  PC/laptop software knowledge and skills, including installation, configuration, troubleshooting and fighting viruses/malware.
  Demonstrated analytical ability to solve problems. Broad base of technical skills to clearly diagnose and solve problems relating to hardware and software issues.
  Effective interpersonal skills for interaction with all levels of staff, clients, vendors and consultants.
  Strong communication skills (both oral and written) and demonstrated ability to work as a team player.
  Detail-oriented, self-motivated and able to quickly adjust priorities and the ability to handle multiple tasks at the same time.
  Proficient typing skills.
  Willing to learn.
 Preferred Qualifications: 
 Help Desk, A+ or MCSE certifications a plus.
  Associates or Bachelor’s Degree in an IT or related field a plus.
  Strong computer, server, and networking skills.
  Proficiency in Windows operating systems, Microsoft Office and Office 365
 Job Type: Full-time
 Pay: $55,000.00 - $75,000.00 per year
 Benefits:
 401(k)
  401(k) matching
  Dental insurance
  Flexible schedule
  Health insurance
  Life insurance
  Paid time off
  Professional development assistance
  Retirement plan
  Vision insurance
 Schedule:
 8 hour shift
  On call
 Supplemental Pay:
 Bonus pay
 Ability to commute/relocate:
 Stamford, CT 06907: Reliably commute or planning to relocate before starting work (Required)
 Education:
 High school or equivalent (Preferred)
 Work Location: One location
"|2022-04-29
b14c1ef1a6039a9e|Help desk technician|"
 
  Overview: 
  
    100% Telework position.
  
  
  
    Estimated salary range for this position is $75k - 80k plus full benefits.
  
  
  
    The 
   Lead Help Desk Technician provides superior customer service and acts as the first line for fielding and performing the initial screening of customer related incidents being reported and will assist the customers in identifying the nature of the incident and initiate discussions with the appropriate parties. The 
   Lead Help Desk Technician is responsible for answering queries and addressing system and user issues in a timely and professional manner. The 
   Lead Help Desk Technician will also be responsible for supervising and evaluating the performance of Tier 0 Help Technician(s).
   Responsibilities: 
  Receive customer help desk phone calls and service requests for support.
    Provide direct production support services for application users by responding to operational problems that are funneled to the team via helpdesk tickets.
    Implement incident management processes.
    Provide daily, weekly, monthly, and quarterly incident management reports and status reports.
    Create schedule for Tier 0 technicians.
    Manage all Tier 0 technicians. 
   Responsible for maintaining FAQs for questions or queries from users and an SOP for common issues encountered during the support process with detailed analysis and resolution steps.
    Evaluate and provide feedback on the performance of Tier 0 Help Desk Technician(s).
    Other duties as assigned
   Qualifications: 
  Associate degree and 3+ years relevant experience.
    Background check required.
    The position requires a COVID vaccination or an approved accommodation/exemption for a disability/medical condition or religious belief.
  
  
    Knowledge, Skills and Abilities
  
   Experience with Agile and/or federal software development environments preferred
    Ability to work independently and yet be effective within a team setting
    Must be capable of managing multiple efforts with time related constraints in a fast-paced contracting environment
    Demonstrated ability to effectively communicate and collaborate with diverse internal and external stakeholder groups and individuals
    Friendly presence, helpful attitude, good interpersonal skills, and ability to work well with others
    Excellent Microsoft Office skills (Word, Excel, and other applications)
    Experience with Agile and/or federal software development environments preferred
    Experience with Azure
    Experience with M365
    Ability to train end users on frequently asked technical issues
    Ability to provide technical assistance and support over the phone
    Good phone skills, professional demeanor, and previous customer service experience strongly desired
    Good problem-solving skills with the ability to visualize a problem or situation and think abstractly to solve it
  
    #Chenega Systems, LLC
   Teleworking Permitted?: true Teleworking Details: 100% Telework
 
"|2022-04-29
